date,ticker,final_score,rating,price,valuation,growth,quality,ai_exposure,expectation_gap,momentum,risk_penalty,circuit_triggered
2026-08-11,ACN,45.23,⚠️ 谨慎评估,179.8,,,,,,,,
2026-08-11,ADBE,57.33,👀 综合中性,263.7,,,,,,,,
2026-08-11,ADI,57.31,👀 综合中性,385.3,,,,,,,,
2026-08-11,ADSK,62.62,👀 综合中性,251.6,,,,,,,,
2026-08-11,AFRM,35.71,⚠️ 谨慎评估,76.7,,,,,,,,
2026-08-11,AI,39.41,⚠️ 谨慎评估,10.63,,,,,,,,
2026-08-11,AMAT,50.86,👀 综合中性,525.6,,,,,,,,
2026-08-11,AMBA,35.62,⚠️ 谨慎评估,82.89,,,,,,,,
2026-08-11,AMD,53.18,👀 综合中性,474.3,,,,,,,,
2026-08-11,AMZN,62.46,👀 综合中性,272.3,,,,,,,,
2026-08-11,ANET,59.91,👀 综合中性,197.8,,,,,,,,
2026-08-11,AOSL,26.51,🚫 风险较高,34.84,,,,,,,,
2026-08-11,APP,52.87,👀 综合中性,318.7,,,,,,,,
2026-08-11,ARM,36.4,⚠️ 谨慎评估,268.9,,,,,,,,
2026-08-11,ASML,45.17,⚠️ 谨慎评估,1799.0,,,,,,,,
2026-08-11,AVGO,51.03,👀 综合中性,416.1,,,,,,,,
2026-08-11,BBAI,27.95,🚫 风险较高,3.33,,,,,,,,
2026-08-11,CDNS,57.62,👀 综合中性,327.5,,,,,,,,
2026-08-11,CLS,55.94,👀 综合中性,310.4,,,,,,,,
2026-08-11,COHR,49.02,⚠️ 谨慎评估,328.6,,,,,,,,
2026-08-11,CRM,61.62,👀 综合中性,197.5,,,,,,,,
2026-08-11,CRUS,53.14,👀 综合中性,122.0,,,,,,,,
2026-08-11,CRWD,54.75,👀 综合中性,221.9,,,,,,,,
2026-08-11,CSCO,58.16,👀 综合中性,120.4,,,,,,,,
2026-08-11,DDOG,63.88,👀 综合中性,246.8,,,,,,,,
2026-08-11,DELL,48.7,⚠️ 谨慎评估,441.0,,,,,,,,
2026-08-11,DOCU,59.6,👀 综合中性,59.34,,,,,,,,
2026-08-11,DT,59.69,👀 综合中性,49.66,,,,,,,,
2026-08-11,ESTC,56.77,👀 综合中性,76.35,,,,,,,,
2026-08-11,EXLS,48.64,⚠️ 谨慎评估,34.9,,,,,,,,
2026-08-11,FN,51.77,👀 综合中性,525.9,,,,,,,,
2026-08-11,FTNT,71.01,✅ 综合良好,161.9,,,,,,,,
2026-08-11,GE,51.26,👀 综合中性,368.1,,,,,,,,
2026-08-11,GEV,45.29,⚠️ 谨慎评估,1012.0,,,,,,,,
2026-08-11,GOOGL,59.43,👀 综合中性,343.8,,,,,,,,
2026-08-11,GRMN,54.24,👀 综合中性,309.6,,,,,,,,
2026-08-11,GTLB,60.33,👀 综合中性,42.11,,,,,,,,
2026-08-11,HON,56.22,👀 综合中性,230.1,,,,,,,,
2026-08-11,HPE,53.94,👀 综合中性,54.38,,,,,,,,
2026-08-11,HUBS,59.13,👀 综合中性,220.5,,,,,,,,
2026-08-11,IBM,33.65,🚫 风险较高,238.4,,,,,,,,
2026-08-11,INTC,21.46,🚫 风险较高,97.71,,,,,,,,
2026-08-11,ISRG,46.83,⚠️ 谨慎评估,401.2,,,,,,,,
2026-08-11,JBL,54.47,👀 综合中性,356.6,,,,,,,,
2026-08-11,KLAC,40.85,⚠️ 谨慎评估,200.5,,,,,,,,
2026-08-11,LITE,52.1,👀 综合中性,820.6,,,,,,,,
2026-08-11,LRCX,53.93,👀 综合中性,311.4,,,,,,,,
2026-08-11,LUNR,47.59,⚠️ 谨慎评估,16.48,,,,,,,,
2026-08-11,MBLY,39.73,⚠️ 谨慎评估,8.87,,,,,,,,
2026-08-11,MCHP,49.49,⚠️ 谨慎评估,81.02,,,,,,,,
2026-08-11,MDB,57.69,👀 综合中性,439.2,,,,,,,,
2026-08-11,META,58.11,👀 综合中性,599.1,,,,,,,,
2026-08-11,MRVL,45.15,⚠️ 谨慎评估,212.3,,,,,,,,
2026-08-11,MSFT,59.13,👀 综合中性,503.8,,,,,,,,
2026-08-11,MU,52.41,👀 综合中性,868.5,,,,,,,,
2026-08-11,NET,59.83,👀 综合中性,307.0,,,,,,,,
2026-08-11,NFLX,54.51,👀 综合中性,74.79,,,,,,,,
2026-08-11,NOW,59.13,👀 综合中性,127.5,,,,,,,,
2026-08-11,NTNX,51.38,👀 综合中性,64.32,,,,,,,,
2026-08-11,NVDA,75.71,✅ 综合良好,217.5,,,,,,,,
2026-08-11,NXPI,57.02,👀 综合中性,236.4,,,,,,,,
2026-08-11,OKTA,59.2,👀 综合中性,150.3,,,,,,,,
2026-08-11,ONTO,55.13,👀 综合中性,319.8,,,,,,,,
2026-08-11,ORCL,36.17,⚠️ 谨慎评估,145.5,,,,,,,,
2026-08-11,P,45.1,⚠️ 谨慎评估,109.4,,,,,,,,
2026-08-11,PANW,55.12,👀 综合中性,383.8,,,,,,,,
2026-08-11,PATH,62.49,👀 综合中性,15.72,,,,,,,,
2026-08-11,PLTR,69.48,✅ 综合良好,174.9,,,,,,,,
2026-08-11,PTC,53.15,👀 综合中性,150.4,,,,,,,,
2026-08-11,QCOM,43.78,⚠️ 谨慎评估,162.7,,,,,,,,
2026-08-11,ROK,50.82,👀 综合中性,447.0,,,,,,,,
2026-08-11,RXRX,39.62,⚠️ 谨慎评估,3.35,,,,,,,,
2026-08-11,S,55.38,👀 综合中性,22.46,,,,,,,,
2026-08-11,SDGR,45.4,⚠️ 谨慎评估,18.65,,,,,,,,
2026-08-11,SMCI,56.26,👀 综合中性,31.6,,,,,,,,
2026-08-11,SNOW,50.0,👀 综合中性,334.1,,,,,,,,
2026-08-11,SNPS,57.83,👀 综合中性,410.9,,,,,,,,
2026-08-11,SOUN,41.89,⚠️ 谨慎评估,7.41,,,,,,,,
2026-08-11,TEAM,59.65,👀 综合中性,154.1,,,,,,,,
2026-08-11,TEM,37.24,⚠️ 谨慎评估,55.69,,,,,,,,
2026-08-11,TSLA,23.81,🚫 风险较高,332.8,,,,,,,,
2026-08-11,TSM,63.41,👀 综合中性,422.1,,,,,,,,
2026-08-11,TTD,39.76,⚠️ 谨慎评估,13.56,,,,,,,,
2026-08-11,TXN,56.94,👀 综合中性,281.2,,,,,,,,
2026-08-11,TYL,46.22,⚠️ 谨慎评估,322.9,,,,,,,,
2026-08-11,U,45.25,⚠️ 谨慎评估,43.87,,,,,,,,
2026-08-11,VEEV,50.32,👀 综合中性,236.6,,,,,,,,
2026-08-11,VRT,55.7,👀 综合中性,281.8,,,,,,,,
2026-08-11,WDAY,61.87,👀 综合中性,181.3,,,,,,,,
2026-08-11,ZM,55.59,👀 综合中性,106.1,,,,,,,,
2026-08-11,ZS,60.83,👀 综合中性,178.6,,,,,,,,
2026-08-12,AAPL,54.01,👀 综合中性,309.4,,,,,,,,
2026-08-12,ACLS,25.21,🚫 风险较高,139.7,,,,,,,,
2026-08-12,ACN,45.93,⚠️ 谨慎评估,170.4,,,,,,,,
2026-08-12,ADBE,58.6,👀 综合中性,257.5,,,,,,,,
2026-08-12,ADI,57.11,👀 综合中性,380.3,,,,,,,,
2026-08-12,ADSK,61.81,👀 综合中性,237.2,,,,,,,,
2026-08-12,AFRM,35.22,⚠️ 谨慎评估,78.12,,,,,,,,
2026-08-12,AI,41.23,⚠️ 谨慎评估,10.05,,,,,,,,
2026-08-12,AMAT,50.46,👀 综合中性,546.6,,,,,,,,
2026-08-12,AMBA,37.08,⚠️ 谨慎评估,82.23,,,,,,,,
2026-08-12,AMD,50.71,👀 综合中性,518.6,,,,,,,,
2026-08-12,AMZN,62.32,👀 综合中性,277.4,,,,,,,,
2026-08-12,ANET,57.51,👀 综合中性,190.5,,,,,,,,
2026-08-12,AOSL,26.4,🚫 风险较高,33.78,,,,,,,,
2026-08-12,APP,53.79,👀 综合中性,419.7,,,,,,,,
2026-08-12,ARM,36.51,⚠️ 谨慎评估,280.6,,,,,,,,
2026-08-12,ASML,45.1,⚠️ 谨慎评估,1712.0,,,,,,,,
2026-08-12,AVGO,51.14,👀 综合中性,418.2,,,,,,,,
2026-08-12,BBAI,27.54,🚫 风险较高,3.15,,,,,,,,
2026-08-12,CDNS,59.53,👀 综合中性,340.6,,,,,,,,
2026-08-12,CLS,59.13,👀 综合中性,371.1,,,,,,,,
2026-08-12,COHR,49.19,⚠️ 谨慎评估,323.7,,,,,,,,
2026-08-12,CRM,62.16,👀 综合中性,191.0,,,,,,,,
2026-08-12,CRUS,54.46,👀 综合中性,133.6,,,,,,,,
2026-08-12,CRWD,56.79,👀 综合中性,211.2,,,,,,,,
2026-08-12,CSCO,57.81,👀 综合中性,121.7,,,,,,,,
2026-08-12,DDOG,62.32,👀 综合中性,288.1,,,,,,,,
2026-08-12,DELL,48.8,⚠️ 谨慎评估,467.3,,,,,,,,
2026-08-12,DOCU,61.05,👀 综合中性,57.54,,,,,,,,
2026-08-12,DT,61.92,👀 综合中性,45.71,,,,,,,,
2026-08-12,ESTC,58.09,👀 综合中性,71.06,,,,,,,,
2026-08-12,EXLS,49.37,⚠️ 谨慎评估,34.39,,,,,,,,
2026-08-12,FN,52.15,👀 综合中性,531.0,,,,,,,,
2026-08-12,FTNT,66.56,✅ 综合良好,168.3,,,,,,,,
2026-08-12,GE,51.8,👀 综合中性,377.3,,,,,,,,
2026-08-12,GEV,44.94,⚠️ 谨慎评估,1019.0,,,,,,,,
2026-08-12,GOOGL,61.31,👀 综合中性,377.6,,,,,,,,
2026-08-12,GRMN,54.25,👀 综合中性,307.4,,,,,,,,
2026-08-12,GTLB,63.83,👀 综合中性,36.48,,,,,,,,
2026-08-12,HON,55.2,👀 综合中性,248.8,,,,,,,,
2026-08-12,HPE,55.34,👀 综合中性,52.39,,,,,,,,
2026-08-12,HUBS,59.73,👀 综合中性,248.9,,,,,,,,
2026-08-12,IBM,35.32,⚠️ 谨慎评估,235.2,,,,,,,,
2026-08-12,INTC,20.91,🚫 风险较高,100.9,,,,,,,,
2026-08-12,ISRG,48.69,⚠️ 谨慎评估,368.3,,,,,,,,
2026-08-12,JBL,55.27,👀 综合中性,340.0,,,,,,,,
2026-08-12,KLAC,41.06,⚠️ 谨慎评估,195.4,,,,,,,,
2026-08-12,LITE,52.24,👀 综合中性,849.5,,,,,,,,
2026-08-12,LRCX,53.77,👀 综合中性,317.7,,,,,,,,
2026-08-12,LUNR,45.93,⚠️ 谨慎评估,13.96,,,,,,,,
2026-08-12,MBLY,38.57,⚠️ 谨慎评估,8.64,,,,,,,,
2026-08-12,MCHP,47.04,⚠️ 谨慎评估,80.67,,,,,,,,
2026-08-12,MDB,60.69,👀 综合中性,380.0,,,,,,,,
2026-08-12,META,56.43,👀 综合中性,587.9,,,,,,,,
2026-08-12,MRVL,45.18,⚠️ 谨慎评估,218.6,,,,,,,,
2026-08-12,MSFT,58.98,👀 综合中性,492.8,,,,,,,,
2026-08-12,MU,52.73,👀 综合中性,892.7,,,,,,,,
2026-08-12,NET,59.55,👀 综合中性,301.3,,,,,,,,
2026-08-12,NFLX,55.47,👀 综合中性,73.57,,,,,,,,
2026-08-12,NOW,61.61,👀 综合中性,118.1,,,,,,,,
2026-08-12,NTNX,53.51,👀 综合中性,61.5,,,,,,,,
2026-08-12,NVDA,75.29,✅ 综合良好,211.9,,,,,,,,
2026-08-12,NXPI,57.15,👀 综合中性,237.6,,,,,,,,
2026-08-12,OKTA,60.54,👀 综合中性,147.8,,,,,,,,
2026-08-12,ONTO,45.1,⚠️ 谨慎评估,287.6,,,,,,,,
2026-08-12,ORCL,36.55,⚠️ 谨慎评估,145.7,,,,,,,,
2026-08-12,P,47.93,⚠️ 谨慎评估,83.92,,,,,,,,
2026-08-12,PANW,56.92,👀 综合中性,366.3,,,,,,,,
2026-08-12,PATH,63.34,👀 综合中性,14.1,,,,,,,,
2026-08-12,PLTR,68.58,✅ 综合良好,162.7,,,,,,,,
2026-08-12,PTC,54.48,👀 综合中性,141.7,,,,,,,,
2026-08-12,QCOM,43.6,⚠️ 谨慎评估,162.7,,,,,,,,
2026-08-12,ROK,50.11,👀 综合中性,445.2,,,,,,,,
2026-08-12,RXRX,39.95,⚠️ 谨慎评估,3.31,,,,,,,,
2026-08-12,S,59.57,👀 综合中性,20.98,,,,,,,,
2026-08-12,SDGR,42.83,⚠️ 谨慎评估,15.65,,,,,,,,
2026-08-12,SMCI,56.31,👀 综合中性,31.69,,,,,,,,
2026-08-12,SNOW,51.27,👀 综合中性,316.8,,,,,,,,
2026-08-12,SNPS,57.87,👀 综合中性,403.9,,,,,,,,
2026-08-12,SOUN,41.45,⚠️ 谨慎评估,6.51,,,,,,,,
2026-08-12,TEAM,62.89,👀 综合中性,110.3,,,,,,,,
2026-08-12,TEM,34.44,🚫 风险较高,47.05,,,,,,,,
2026-08-12,TSLA,23.02,🚫 风险较高,327.4,,,,,,,,
2026-08-12,TSM,63.37,👀 综合中性,417.2,,,,,,,,
2026-08-12,TTD,44.57,⚠️ 谨慎评估,19.34,,,,,,,,
2026-08-12,TXN,56.65,👀 综合中性,283.6,,,,,,,,
2026-08-12,TYL,46.49,⚠️ 谨慎评估,313.3,,,,,,,,
2026-08-12,U,47.17,⚠️ 谨慎评估,35.22,,,,,,,,
2026-08-12,VEEV,53.41,👀 综合中性,211.9,,,,,,,,
2026-08-12,VRT,54.95,👀 综合中性,269.9,,,,,,,,
2026-08-12,WDAY,64.36,👀 综合中性,171.3,,,,,,,,
2026-08-12,ZM,58.44,👀 综合中性,102.1,,,,,,,,
2026-08-12,ZS,62.34,👀 综合中性,163.2,,,,,,,,
2026-08-13,AAPL,52.79,👀 综合中性,305.3,,,,,,,,
2026-08-13,ACLS,29.0,🚫 风险较高,143.0,,,,,,,,
2026-08-13,ACN,46.0,⚠️ 谨慎评估,178.5,,,,,,,,
2026-08-13,ADBE,57.7,👀 综合中性,270.5,,,,,,,,
2026-08-13,ADI,57.29,👀 综合中性,381.2,,,,,,,,
2026-08-13,ADSK,63.85,👀 综合中性,258.0,,,,,,,,
2026-08-13,AFRM,35.86,⚠️ 谨慎评估,78.32,,,,,,,,
2026-08-13,AI,39.74,⚠️ 谨慎评估,10.18,,,,,,,,
2026-08-13,AMAT,50.92,👀 综合中性,534.5,,,,,,,,
2026-08-13,AMBA,35.49,⚠️ 谨慎评估,81.96,,,,,,,,
2026-08-13,AMD,53.77,👀 综合中性,483.0,,,,,,,,
2026-08-13,AMZN,60.84,👀 综合中性,265.1,,,,,,,,
2026-08-13,ANET,58.65,👀 综合中性,203.6,,,,,,,,
2026-08-13,AOSL,24.3,🚫 风险较高,30.62,,,,,,,,
2026-08-13,APP,53.01,👀 综合中性,312.7,,,,,,,,
2026-08-13,ARM,36.67,⚠️ 谨慎评估,278.6,,,,,,,,
2026-08-13,ASML,45.16,⚠️ 谨慎评估,1848.0,,,,,,,,
2026-08-13,AVGO,49.87,⚠️ 谨慎评估,417.8,,,,,,,,
2026-08-13,BBAI,27.06,🚫 风险较高,3.34,,,,,,,,
2026-08-13,CDNS,57.73,👀 综合中性,323.8,,,,,,,,
2026-08-13,CLS,57.85,👀 综合中性,347.6,,,,,,,,
2026-08-13,COHR,50.61,👀 综合中性,327.2,,,,,,,,
2026-08-13,CRM,61.61,👀 综合中性,201.4,,,,,,,,
2026-08-13,CRUS,53.3,👀 综合中性,121.2,,,,,,,,
2026-08-13,CRWD,53.15,👀 综合中性,225.5,,,,,,,,
2026-08-13,CSCO,59.88,👀 综合中性,113.5,,,,,,,,
2026-08-13,DDOG,63.83,👀 综合中性,252.2,,,,,,,,
2026-08-13,DELL,48.62,⚠️ 谨慎评估,494.5,,,,,,,,
2026-08-13,DOCU,60.27,👀 综合中性,64.09,,,,,,,,
2026-08-13,DT,58.53,👀 综合中性,50.75,,,,,,,,
2026-08-13,ESTC,56.77,👀 综合中性,86.03,,,,,,,,
2026-08-13,EXLS,49.22,⚠️ 谨慎评估,35.37,,,,,,,,
2026-08-13,FN,52.95,👀 综合中性,566.5,,,,,,,,
2026-08-13,FTNT,70.24,✅ 综合良好,165.4,,,,,,,,
2026-08-13,GE,51.84,👀 综合中性,360.6,,,,,,,,
2026-08-13,GEV,45.19,⚠️ 谨慎评估,1049.0,,,,,,,,
2026-08-13,GOOGL,59.98,👀 综合中性,346.4,,,,,,,,
2026-08-13,GRMN,54.19,👀 综合中性,311.9,,,,,,,,
2026-08-13,GTLB,60.33,👀 综合中性,43.35,,,,,,,,
2026-08-13,HON,55.94,👀 综合中性,234.0,,,,,,,,
2026-08-13,HPE,51.96,👀 综合中性,59.82,,,,,,,,
2026-08-13,HUBS,60.46,👀 综合中性,240.5,,,,,,,,
2026-08-13,IBM,34.47,🚫 风险较高,237.1,,,,,,,,
2026-08-13,INTC,21.98,🚫 风险较高,104.6,,,,,,,,
2026-08-13,ISRG,45.76,⚠️ 谨慎评估,401.3,,,,,,,,
2026-08-13,JBL,53.02,👀 综合中性,370.4,,,,,,,,
2026-08-13,KLAC,41.24,⚠️ 谨慎评估,209.4,,,,,,,,
2026-08-13,LITE,54.27,👀 综合中性,880.4,,,,,,,,
2026-08-13,LRCX,53.71,👀 综合中性,337.0,,,,,,,,
2026-08-13,LUNR,46.4,⚠️ 谨慎评估,17.56,,,,,,,,
2026-08-13,MBLY,39.38,⚠️ 谨慎评估,8.9,,,,,,,,
2026-08-13,MCHP,49.06,⚠️ 谨慎评估,77.69,,,,,,,,
2026-08-13,MDB,57.36,👀 综合中性,472.3,,,,,,,,
2026-08-13,META,58.71,👀 综合中性,595.0,,,,,,,,
2026-08-13,MRVL,45.34,⚠️ 谨慎评估,222.2,,,,,,,,
2026-08-13,MSFT,59.14,👀 综合中性,496.9,,,,,,,,
2026-08-13,MU,52.76,👀 综合中性,949.8,,,,,,,,
2026-08-13,NET,58.0,👀 综合中性,330.8,,,,,,,,
2026-08-13,NFLX,54.87,👀 综合中性,78.24,,,,,,,,
2026-08-13,NOW,59.2,👀 综合中性,127.2,,,,,,,,
2026-08-13,NTNX,50.85,👀 综合中性,67.95,,,,,,,,
2026-08-13,NVDA,76.59,✅ 综合良好,225.3,,,,,,,,
2026-08-13,NXPI,56.83,👀 综合中性,231.9,,,,,,,,
2026-08-13,OKTA,58.84,👀 综合中性,154.9,,,,,,,,
2026-08-13,ONTO,54.8,👀 综合中性,337.8,,,,,,,,
2026-08-13,ORCL,34.91,🚫 风险较高,156.2,,,,,,,,
2026-08-13,P,44.76,⚠️ 谨慎评估,117.3,,,,,,,,
2026-08-13,PANW,53.07,👀 综合中性,396.0,,,,,,,,
2026-08-13,PATH,62.49,👀 综合中性,16.68,,,,,,,,
2026-08-13,PLTR,69.5,✅ 综合良好,179.0,,,,,,,,
2026-08-13,PTC,53.62,👀 综合中性,153.9,,,,,,,,
2026-08-13,QCOM,44.53,⚠️ 谨慎评估,164.8,,,,,,,,
2026-08-13,ROK,50.53,👀 综合中性,445.5,,,,,,,,
2026-08-13,RXRX,39.7,⚠️ 谨慎评估,3.31,,,,,,,,
2026-08-13,S,55.19,👀 综合中性,23.84,,,,,,,,
2026-08-13,SDGR,45.4,⚠️ 谨慎评估,18.46,,,,,,,,
2026-08-13,SMCI,57.55,👀 综合中性,39.16,,,,,,,,
2026-08-13,SNOW,49.97,⚠️ 谨慎评估,337.4,,,,,,,,
2026-08-13,SNPS,57.36,👀 综合中性,411.8,,,,,,,,
2026-08-13,SOUN,41.57,⚠️ 谨慎评估,7.48,,,,,,,,
2026-08-13,TEAM,59.31,👀 综合中性,166.0,,,,,,,,
2026-08-13,TEM,35.79,⚠️ 谨慎评估,54.29,,,,,,,,
2026-08-13,TSLA,25.16,🚫 风险较高,340.0,,,,,,,,
2026-08-13,TSM,63.97,👀 综合中性,430.5,,,,,,,,
2026-08-13,TTD,40.11,⚠️ 谨慎评估,14.56,,,,,,,,
2026-08-13,TXN,57.47,👀 综合中性,273.4,,,,,,,,
2026-08-13,TYL,47.66,⚠️ 谨慎评估,328.9,,,,,,,,
2026-08-13,U,45.04,⚠️ 谨慎评估,45.79,,,,,,,,
2026-08-13,VEEV,49.55,⚠️ 谨慎评估,252.6,,,,,,,,
2026-08-13,VRT,56.09,👀 综合中性,287.1,,,,,,,,
2026-08-13,WDAY,61.63,👀 综合中性,206.4,,,,,,,,
2026-08-13,ZM,55.38,👀 综合中性,109.8,,,,,,,,
2026-08-13,ZS,61.71,👀 综合中性,188.2,,,,,,,,
2026-08-14,AAPL,52.66,👀 综合中性,305.9,,,,,,,,
2026-08-14,ACLS,29.27,🚫 风险较高,140.2,,,,,,,,
2026-08-14,ACN,46.82,⚠️ 谨慎评估,176.9,,,,,,,,
2026-08-14,ADBE,59.14,👀 综合中性,264.0,,,,,,,,
2026-08-14,ADI,57.71,👀 综合中性,389.4,,,,,,,,
2026-08-14,ADSK,65.28,✅ 综合良好,251.7,,,,,,,,
2026-08-14,AFRM,35.74,⚠️ 谨慎评估,78.35,,,,,,,,
2026-08-14,AI,41.12,⚠️ 谨慎评估,9.93,,,,,,,,
2026-08-14,AMAT,51.38,👀 综合中性,507.2,,,,,,,,
2026-08-14,AMBA,35.5,⚠️ 谨慎评估,82.04,,,,,,,,
2026-08-14,AMD,54.1,👀 综合中性,514.4,,,,,,,,
2026-08-14,AMZN,60.89,👀 综合中性,262.6,,,,,,,,
2026-08-14,ANET,59.87,👀 综合中性,198.8,,,,,,,,
2026-08-14,AOSL,24.34,🚫 风险较高,30.77,,,,,,,,
2026-08-14,APP,52.71,👀 综合中性,315.4,,,,,,,,
2026-08-14,ARM,36.61,⚠️ 谨慎评估,279.4,,,,,,,,
2026-08-14,ASML,44.22,⚠️ 谨慎评估,1844.0,,,,,,,,
2026-08-14,AVGO,50.31,👀 综合中性,393.0,,,,,,,,
2026-08-14,BBAI,27.93,🚫 风险较高,3.27,,,,,,,,
2026-08-14,CDNS,56.9,👀 综合中性,324.8,,,,,,,,
2026-08-14,CLS,57.16,👀 综合中性,335.1,,,,,,,,
2026-08-14,COHR,50.74,👀 综合中性,325.8,,,,,,,,
2026-08-14,CRM,62.65,👀 综合中性,196.2,,,,,,,,
2026-08-14,CRUS,52.97,👀 综合中性,121.1,,,,,,,,
2026-08-14,CRWD,54.71,👀 综合中性,216.9,,,,,,,,
2026-08-14,CSCO,59.85,👀 综合中性,111.7,,,,,,,,
2026-08-14,DDOG,63.75,👀 综合中性,255.5,,,,,,,,
2026-08-14,DELL,48.69,⚠️ 谨慎评估,490.8,,,,,,,,
2026-08-14,DOCU,61.52,👀 综合中性,62.04,,,,,,,,
2026-08-14,DT,61.05,👀 综合中性,49.14,,,,,,,,
2026-08-14,ESTC,56.77,👀 综合中性,86.68,,,,,,,,
2026-08-14,EXLS,49.82,⚠️ 谨慎评估,34.81,,,,,,,,
2026-08-14,FN,52.15,👀 综合中性,570.2,,,,,,,,
2026-08-14,FTNT,71.08,✅ 综合良好,160.0,,,,,,,,
2026-08-14,GE,51.85,👀 综合中性,368.4,,,,,,,,
2026-08-14,GEV,45.36,⚠️ 谨慎评估,1063.0,,,,,,,,
2026-08-14,GOOGL,59.83,👀 综合中性,345.9,,,,,,,,
2026-08-14,GRMN,54.22,👀 综合中性,310.2,,,,,,,,
2026-08-14,GTLB,60.33,👀 综合中性,42.62,,,,,,,,
2026-08-14,HON,55.62,👀 综合中性,234.0,,,,,,,,
2026-08-14,HPE,52.77,👀 综合中性,58.71,,,,,,,,
2026-08-14,HUBS,59.34,👀 综合中性,224.1,,,,,,,,
2026-08-14,IBM,35.05,⚠️ 谨慎评估,234.3,,,,,,,,
2026-08-14,INTC,21.93,🚫 风险较高,102.5,,,,,,,,
2026-08-14,ISRG,47.59,⚠️ 谨慎评估,394.5,,,,,,,,
2026-08-14,JBL,53.68,👀 综合中性,363.1,,,,,,,,
2026-08-14,KLAC,41.29,⚠️ 谨慎评估,203.7,,,,,,,,
2026-08-14,LITE,56.71,👀 综合中性,926.1,,,,,,,,
2026-08-14,LRCX,53.96,👀 综合中性,332.4,,,,,,,,
2026-08-14,LUNR,47.26,⚠️ 谨慎评估,19.01,,,,,,,,
2026-08-14,MBLY,39.24,⚠️ 谨慎评估,8.92,,,,,,,,
2026-08-14,MCHP,49.39,⚠️ 谨慎评估,79.17,,,,,,,,
2026-08-14,MDB,57.48,👀 综合中性,460.3,,,,,,,,
2026-08-14,META,58.55,👀 综合中性,589.9,,,,,,,,
2026-08-14,MRVL,45.42,⚠️ 谨慎评估,222.0,,,,,,,,
2026-08-14,MSFT,59.12,👀 综合中性,495.4,,,,,,,,
2026-08-14,MU,52.84,👀 综合中性,971.7,,,,,,,,
2026-08-14,NET,59.65,👀 综合中性,315.8,,,,,,,,
2026-08-14,NFLX,55.01,👀 综合中性,78.16,,,,,,,,
2026-08-14,NOW,60.83,👀 综合中性,124.0,,,,,,,,
2026-08-14,NTNX,51.0,👀 综合中性,66.61,,,,,,,,
2026-08-14,NVDA,74.17,✅ 综合良好,225.2,,,,,,,,
2026-08-14,NXPI,57.26,👀 综合中性,234.7,,,,,,,,
2026-08-14,OKTA,61.24,👀 综合中性,147.4,,,,,,,,
2026-08-14,ONTO,54.9,👀 综合中性,331.7,,,,,,,,
2026-08-14,ORCL,35.63,⚠️ 谨慎评估,150.5,,,,,,,,
2026-08-14,P,44.72,⚠️ 谨慎评估,118.2,,,,,,,,
2026-08-14,PANW,54.02,👀 综合中性,384.3,,,,,,,,
2026-08-14,PATH,63.3,👀 综合中性,16.01,,,,,,,,
2026-08-14,PLTR,70.4,✅ 综合良好,174.0,,,,,,,,
2026-08-14,PTC,54.05,👀 综合中性,149.8,,,,,,,,
2026-08-14,QCOM,44.55,⚠️ 谨慎评估,165.8,,,,,,,,
2026-08-14,ROK,50.61,👀 综合中性,449.4,,,,,,,,
2026-08-14,RXRX,39.99,⚠️ 谨慎评估,3.16,,,,,,,,
2026-08-14,S,55.29,👀 综合中性,23.11,,,,,,,,
2026-08-14,SDGR,47.15,⚠️ 谨慎评估,17.59,,,,,,,,
2026-08-14,SMCI,58.08,👀 综合中性,39.84,,,,,,,,
2026-08-14,SNOW,50.04,👀 综合中性,328.9,,,,,,,,
2026-08-14,SNPS,58.0,👀 综合中性,421.5,,,,,,,,
2026-08-14,SOUN,42.17,⚠️ 谨慎评估,7.43,,,,,,,,
2026-08-14,TEAM,59.41,👀 综合中性,162.2,,,,,,,,
2026-08-14,TEM,36.35,⚠️ 谨慎评估,52.1,,,,,,,,
2026-08-14,TSLA,24.62,🚫 风险较高,342.3,,,,,,,,
2026-08-14,TSM,63.98,👀 综合中性,426.4,,,,,,,,
2026-08-14,TTD,39.72,⚠️ 谨慎评估,14.14,,,,,,,,
2026-08-14,TXN,57.52,👀 综合中性,279.6,,,,,,,,
2026-08-14,TYL,47.41,⚠️ 谨慎评估,328.6,,,,,,,,
2026-08-14,U,44.99,⚠️ 谨慎评估,46.25,,,,,,,,
2026-08-14,VEEV,49.97,⚠️ 谨慎评估,243.8,,,,,,,,
2026-08-14,VRT,56.1,👀 综合中性,293.8,,,,,,,,
2026-08-14,WDAY,63.22,👀 综合中性,198.7,,,,,,,,
2026-08-14,ZM,56.65,👀 综合中性,106.0,,,,,,,,
2026-08-14,ZS,62.11,👀 综合中性,183.6,,,,,,,,
2026-08-17,AAPL,52.48,👀 综合中性,305.6,,,,,,,,
2026-08-17,ACLS,28.04,🚫 风险较高,144.1,,,,,,,,
2026-08-17,ACN,48.09,⚠️ 谨慎评估,170.0,,,,,,,,
2026-08-17,ADBE,58.15,👀 综合中性,254.0,,,,,,,,
2026-08-17,ADI,57.9,👀 综合中性,390.3,,,,,,,,
2026-08-17,ADSK,65.37,✅ 综合良好,241.6,,,,,,,,
2026-08-17,AFRM,35.44,⚠️ 谨慎评估,74.52,,,,,,,,
